ResRoommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenant_Code,Ext_Ref_Tenant_Id,Roommate_PhoneNumber1,Roommate_PhoneNumber2,Roommate_PhoneNumber3,Roommate_PhoneNumber4,Roommate_UserDefined0,Roommate_UserDefined1,Roommate_UserDefined2,Roommate_UserDefined3,Roommate_UserDefined4,Roommate_UserDefined5,Roommate_UserDefined6,Roommate_UserDefined7,Roommate_UserDefined8,Roommate_UserDefined9,Roommate_SSN,Property_Code,Ref_Property_ID,Unit_Code,Ref_Unit_Id,Ext_Ref_Roommate_Id,Roommate_Salutation,Roommate_LastName,Roommate_FirstName,Roommate_Email,Roommate_ALTEmail,Roommate_MoveIn,Roommate_MoveOut,Occupant_Type,Roommate_Occupant,Roommate_ACHOptOut,Roommate_Relationship,Roommate_Notes,Roommate_Code
t0613985,,,12223334444,,,,,,,,,,,,,,cove,,018-GNWD,,,,George,Nancy,custtest+ns.george@redisrupt.io,,,,1,0,0,Spouse,,r0022744
t0613993,,,12223334444,,,,,,,,,,,,,,lark,,500-0130,,,,Lee,Jocelyn,custtest+jklsmiles@redisrupt.io,,,,1,0,0,Spouse,,r0022791
t0613995,,,12223334444,,,,,,,,,,,,,,lark,,WAITCASP,,,,Horn,Zachary,custtest+zghorn@redisrupt.io,,,,1,0,0,Other,,r0022746
t0614041,,,12223334444,,,,,,,,,,,,,,lark,,210-2302,,,,Meyer,James,custtest+meyer907@redisrupt.io,,,,1,0,0,Spouse,,r0022755
t0614110,,,12223334444,,,,,,,,,,,,,,lark,,190-2218,,,,Erro-coulter,Ashley,custtest+Aplusj.41313@redisrupt.io,,,,1,0,0,Spouse,,r0022770
t0614197,,,12223334444,,,,,,,,,,,,,,lark,,100-0108,,,,Dalby,Blair,custtest+bbdalby@redisrupt.io,,,,1,0,0,Roommate,,r0022793
t0614236,,,12223334444,,,,,,,,,,,,,,lark,,140-2151,,,,Hagen,Laura,custtest+clyc18@redisrupt.io,,,,1,0,0,Roommate,,r0022792
t0614265,,,,,,,,,,,,,,,,,lark,,150-2309,,,,McFarland,Tran,,,,,1,-1,0,Spouse,,r0023162
t0614267,,,12223334444,,,,,,,,,,,,,,lark,,160-2233,,,,Sigmon,Danielle,custtest+daniellesigmon11@redisrupt.io,,,,1,0,0,Other,,r0022797
t0614275,,,12223334444,,,,,,,,,,,,,,lark,,130-0259,,,,Parker,Jonathan,custtest+jp1335@redisrupt.io,,,,1,0,0,Roommate,,r0022806
t0614289,,,12223334444,,,,,,,,,,,,,,lark,,190-2212,,,,Miles,Andrea A,custtest+aldenmiles@redisrupt.io,,,,1,0,0,Spouse,,r0022864
t0614317,,,12223334444,,,,,,,,,,,,,,lark,,270-0283,,,,Otto,Tyler,custtest+tylernotto@redisrupt.io,,,,1,0,0,Spouse,,r0022815
t0614338,,,12223334444,,,,,,,,,,,,,,lark,,190-2116,,,,Egan,Kimberly,custtest+b_egan@redisrupt.io,,,,1,0,0,Spouse,,r0022828
t0614360,,,12223334444,,,,,,,,,,,,,,lark,,210-2201,,,,Schablitzki,Patrick,custtest+schablitzki@redisrupt.io,,,,1,0,0,Spouse,,r0023052
t0614377,,12223334444,,,,,,,,,,,,,,,cove,,028-GNWD,,,,Bacino,Lisa,custtest+bacinos@redisrupt.io,,,,,0,,Spouse,,r0022839
t0614502,,,12223334444,,,,,,,,,,,,,,lark,,210-2106,,,,Heinevetter,Michael,custtest+michaelheiny2@redisrupt.io,,,,1,0,0,Roommate,,r0022851
t0614502,,,12223334444,,,,,,,,,,,,,,lark,,210-2106,,,,Stahl,Conner,custtest+connerstahl12@redisrupt.io,,,,1,0,0,Roommate,,r0022852
t0614538,,415734769,,,,,,,,,,,,,,,cove,,012-CAPT,,,,Maldonado,Joseph,custtest+josephmaldo@redisrupt.io,,,,,0,,Spouse,,r0022880
t0614553,,,12223334444,,,,,,,,,,,,,,cove,,011-CAPT,,,,Wysocki,Lisa,custtest+lisaannwysocki@redisrupt.io,,,,1,0,0,Spouse,,r0022902
t0614574,,,12223334444,,,,,,,,,,,,,,lark,,180-2323,,,,Wickizer,Alex,custtest+atwickizer@redisrupt.io,,,,1,0,0,Roommate,,r0022908
t0614655,,,12223334444,,,,,,,,,,,,,,cove,,037-GNWD,,,,Kochis,Paul,custtest+ampmkochis@redisrupt.io,,,,1,0,0,Spouse,,r0022914
t0614682,,,12223334444,,,,,,,,,,,,,,cove,,016-GNWD,,,,Stiverson,Russell,custtest+russellstiverson@redisrupt.io,,,,1,0,0,Spouse,,r0022917
t0614700,,,12223334444,,,,,,,,,,,,,,lark,,180-2254,,,,Golshani,Sahar,custtest+saharmax@redisrupt.io,,,,1,0,0,Spouse,,r0022927
t0614701,,,12223334444,,,,,,,,,,,,,,lark,,110-0309,,,,Oakley,Daniel,custtest+nimbus12@redisrupt.io,,,,1,0,0,Other,,r0022921
t0614777,,,12223334444,,,,,,,,,,,,,,lark,,170-2117,,,,Maloney,Thomas,custtest+calidridsp@redisrupt.io,,,,1,0,0,Spouse,,r0022942
t0614867,,,12223334444,,,,,,,,,,,,,,lark,,900-0241,,,,Krane,Peter,custtest+pk.ravensforce@redisrupt.io,,,,1,0,0,Spouse,,r0022975
t0614952,,,12223334444,,,,,,,,,,,,,,cove,,096-BARB,,,,Bettis,Dave,custtest+dave@redisrupt.io,,,,1,0,0,Other,,r0022993
t0614954,,,12223334444,,,,,,,,,,,,,,cove,,008-CAPT,,,,Jonsson,Michael,custtest+mojonsson49@redisrupt.io,,,,1,0,0,Spouse,,r0022994
t0614992,,,12223334444,,,,,,,,,,,,,,cove,,015-SALT,,,,Tormey,Christopher,,custtest+Christopher.tormey@redisrupt.io,,,1,0,0,Spouse,,r0022992
t0615063,,,,,,,,,,7/30/04,,,,,,,cove,,034-GNWD,,,,Mia,Hamant,,,,,2,-1,0,,,r0026097
t0615063,,,,,,,,,,1/9/10,,,,,,,cove,,034-GNWD,,,,Drew,Hamant,,,,,2,-1,0,,,r0026098
t0615063,,,12223334444,,,,,,,,,,,,,,cove,,034-GNWD,,,,Hamant,Kevin,custtest+kevin.hamant@redisrupt.io,,,,1,0,0,Spouse,,r0023025
t0615086,,12223334444,,,,,,,,,,,,,,,cove,,035-GNWD,,,,Doehla,Marissa,custtest+marissadoehla@redisrupt.io,,,,0,0,0,Spouse,,r0023022
t0615271,,,12223334444,,,,,,,,,,,,,,cove,,006-CAPT,,,,Harper,Will,custtest+globaltouch@redisrupt.io,,,,1,0,0,Spouse,,r0023124
t0615272,,,12223334444,,,,,,,,,,,,,,cove,,135-BARB,,,,Conklin,Brett,custtest+BRETT_CONKLIN@redisrupt.io,,,,1,0,0,Spouse,,r0023069
t0615339,,,12223334444,,,,,,,,,,,,,,lark,,230-0273,,,,Courel,Magali,custtest+lellocallegari@redisrupt.io,,,,1,0,0,Other,,r0023085
t0615343,,,12223334444,,,,,,,,,,,,,,cove,,WAIT2-D,,,,Rapp,Steven,custtest+srapp@redisrupt.io,,,,1,0,0,Spouse,,r0023087
t0615347,,,12223334444,,,,,,,,,,,,,,cove,,003-CAPT,,,,Gimbel,River,custtest+rivergimbel27@redisrupt.io,,,,1,0,0,Spouse,,r0023086
t0615354,,,,,12223334444,,,,,,,,,,,,cove,,017-CAPT,,,,Smith,Margaret,custtest+margie@redisrupt.io,,,,1,0,0,Spouse,,r0023115
t0615364,,,12223334444,,,,,,,,,,,,,,lark,,150-2229,,,,Wells,Bryan,custtest+bryanwells98@redisrupt.io,,,,1,0,0,Spouse,,r0024374
t0615370,,,12223334444,,,,,12223334444,,,,,,,,,cove,,001-CAPT,,,,Boettcher,James,custtest+patboett@redisrupt.io,,03/05/2015,,1,0,0,Guarantor,,r0023092
t0615387,,,12223334444,,,,,,,,,,,,,,cove,,002-CAPT,,,,Jagiello,Stephanie,custtest+sjagiello@redisrupt.io,,,,1,0,0,Spouse,,r0023093
t0615417,,,12223334444,,,,,,,,,,,,,,cove,,129-BARB,,,,Menard,Jeremy,custtest+menardjc83@redisrupt.io,,,,1,0,0,Roommate,,r0023105
t0615417,,,12223334444,,,,,,,,,,,,,,cove,,129-BARB,,,,Cannizzo,Craig,custtest+cjcfjc@redisrupt.io,,,,1,0,0,Guarantor,,r0023106
t0615507,,,,,,,,12223334444,,,,,,,,,cove,,122-BARB,,,,Magee,Nelson,custtest+nelson.magee@redisrupt.io,,03/18/2015,,1,0,0,Spouse,,r0023155
t0615643,,12223334444,,,12223334444,,,,,,,,,,,,cove,,009-SEAD,,,,Jackson,Catherine,,,,,,0,,Other,,r0023179
t0615777,,,12223334444,,,,,,,,,,,,,,cove,,018-SEAD,,,,Ng,Nicholas,custtest+nicholas.nan415@redisrupt.io,,,,1,0,0,Roommate,,r0023248
t0615779,,,12223334444,,,,,,,,,,,,,,lark,,WAITVOYA,,,,Stevens,Amy,custtest+amstevens@redisrupt.io,,,,1,0,0,Spouse,,r0023227
t0615889,,,,,,,,,,,,,,,,,cove,,009-CHAN,,,,minor,minor,,,,,2,-1,0,,,r0027680
t0615905,,,12223334444,,,,,,,,,,,,,,cove,,021-SEAD,,,,beuret,tanner,custtest+tanner.beuret@redisrupt.io,,,,1,0,0,Spouse,,r0023250
t0615943,,,,,,,,,,,,,,,,,cove,,060-BARB,,,,Zanze,Minor,,,,,2,-1,0,Other,,r0026092
t0615954,,,12223334444,,,,,,,,,,,,,,cove,,023-SEAD,,,,Pitera,Jaclyn,custtest+jmpitera@redisrupt.io,,,,1,0,0,Spouse,,r0023263
t0615983,,,12223334444,,,,,12223334444,,,,,,,,,cove,,028-SALT,,,,Kish Neal,Gretchen,custtest+gretchenkneal@redisrupt.io,,04/10/2015,,1,0,0,Spouse,,r0023278
t0616060,,,,,12223334444,,,,,,,,,,,,cove,,030-SEAD,,,,Lucheta,Sharon,custtest+sharonlucheta@redisrupt.io,,,,0,0,0,Spouse,,r0023293
t0616160,,,12223334444,,,,,,,,,,,,,,lark,,,,,,Smith,Melissa,custtest+melissasmith19@redisrupt.io,,,,1,0,0,Spouse,,r0023390
t0616200,,,12223334444,,,,,,,,,,,,,,cove,,017-SEAD,,,,Stouffer,Cherie,custtest+ecs4yuriko@redisrupt.io,,,,1,0,0,Spouse,,r0023316
t0616200,,,,,,,,,,2/7/13,,,,,,,cove,,017-SEAD,,,,Stouffer,Christian,,,,,2,-1,0,,,r0026102
t0616386,,,12223334444,,,,,,,,,,,,,,cove,,012-SEAD,,,,Summersgill,Ian,custtest+ian@redisrupt.io,,,,1,0,0,Spouse,,r0023631
t0616390,,,12223334444,,,,,,,,,,,,,,cove,,153-BARB,,,,Levin,Daniel,custtest+Danosx@redisrupt.io,,,,1,0,0,Spouse,,r0023381
t0616434,,,12223334444,,,,,,,,,,,,,,cove,,131-BARB,,,,Genzer,Deborah,custtest+debbiegenzer@redisrupt.io,,,,1,0,0,Spouse,,r0023392
t0616497,,,12223334444,,,,,,,,,,,,,,cove,,WAIT2THC,,,,Southworth,James,custtest+jsouthj@redisrupt.io,,,,1,0,0,Spouse,,r0023430
t0616927,,,12223334444,,,,,,,,,,,,,,cove,,001-BARB,,,,Unsworth,Anabel,custtest+anabelunsworth@redisrupt.io,,,,1,0,0,Spouse,,r0023616
t0616973,,,12223334444,,,,,,,,,,,,,,cove,,WAIT1-C,,,,Rodrigues,Ron,custtest+ronmrodrigues@redisrupt.io,,,,1,0,0,Roommate,,r0023632
t0617035,,,,,12223334444,,,,,,,,,,,,cove,,002-BARB,,,,Accurso,Vincent,custtest+vincentaccurso@redisrupt.io,,,,0,0,0,,,r0028571
t0617063,,,12223334444,,,,,,,,,,,,,,lark,,110-0146,,,,Saffold,Skylar,custtest+skyflax@redisrupt.io,,,,1,0,0,Spouse,,r0023666
t0617136,,,,,,,,,,,,,,,,,cove,,018-GNWD,,,,Hellemans,Kirin,,,,,2,-1,0,Other,,r0026090
t0617136,,,,,,,,,,,,,,,,,cove,,018-GNWD,,,,Hellemans,Sienna,,,,,2,-1,0,Other,,r0026091
t0617157,,12223334444,,,,,,,,,,,,,,,cove,,153-BARB,,,,Rep by Amy Clawson,"Butler, Shine, Stern, & Partners LLC",custtest+aclawson@redisrupt.io,,,,,0,,Guarantor,,r0023833
t0617268,,,12223334444,,,,,,,,,,,,,,lark,,180-2325,,,,Conover-Stuhr,Andrew,custtest+andrewconover1@redisrupt.io,,,,1,0,0,Spouse,,r0023740
t0617282,,,,,,,,,,11/18/03,,,,,,,cove,,018-SALT,,,,Crawford,Ethan,,,,,2,-1,0,Other,,r0026119
t0617282,,,12223334444,,,,,,,,,,,,,,cove,,018-SALT,,,,Crawford,Brett,custtest+bcrawford@redisrupt.io,,,,1,0,0,Spouse,,r0023741
t0617304,,,12223334444,,,,,,,,,,,,,,cove,,021-CHAN,,,,Mason,Elisabeth,custtest+emason05@redisrupt.io,,,,1,0,0,Spouse,,r0026796
t0617306,,,12223334444,,,,,,,,,,,,,,cove,,020-CAPT,,,,Paz-Priel,Adie,custtest+adido94@redisrupt.io,,,,1,0,0,Spouse,,r0023754
t0617324,,,12223334444,,,,,,,,,,,,,,lark,,140-2155,,,,Rulmont,Eric,custtest+rulmonts@redisrupt.io,,,,1,0,0,Roommate,,r0023755
t0617343,,,12223334444,,,,,,,,,,,,,,cove,,103-BARB,,,,Bubnova,Alexandra,custtest+alexandradoris@redisrupt.io,,,,1,0,0,Other,,r0023758
t0617343,,,12223334444,,,,,,,,,,,,,,cove,,103-BARB,,,,Knoll,David,custtest+dvdknoll@redisrupt.io,,,,1,0,0,Other,,r0023759
t0617400,,12223334444,,,,,,,,,,,,,,,cove,,042-BARB,,,,La,Thuan,custtest+6mayumi6@redisrupt.io,,,,,0,,Guarantor,,r0027965
t0617426,,12223334444,custtest+rgrazer@redisrupt.io,,,,,,,,,,,,,,cove,,001-BARB,,,,Rep by Ryan Grazer,Frantic Inc.,,,,,,0,,Other,,r0023866
t0617426,,,12223334444,,,,,,,,,,,,,,cove,,001-BARB,,,,Novak,Sativa,custtest+snovak@redisrupt.io,,,,1,0,0,Spouse,,r0023820
t0617509,,,12223334444,,,,,,,,,,,,,,cove,,029-GNWD,,,,Gurkan,Teona,custtest+teona@redisrupt.io,,,,1,0,0,Spouse,,r0024740
t0617604,,,12223334444,,,,,,,,,,,,,,lark,,100-0204,,,,Mauro,Samantha,custtest+skmauro@redisrupt.io,,,,1,0,0,Roommate,,r0023822
t0617644,,,,,,,,,,3/26/2004,,,,,,,cove,,029-SALT,,,,Nelson,Arielle,,,,,2,-1,0,,,r0028201
t0617660,,,12223334444,,,,,,,,,,,,,,lark,,WAITVOYA,,,,Ganorkar,Jane,custtest+jane_vrana_12@redisrupt.io,,,,1,0,0,Spouse,,r0023837
t0617753,,,12223334444,,,,,,,,,,,,,,cove,,011-BARB,,,,Lee,Christopher,custtest+lee.m.christopher@redisrupt.io,,,,1,0,0,Other,,r0024392
t0617772,,12223334444,custtest+rgrazer@redisrupt.io,,,,,,,,,,,,,,cove,,007-BARB,,,,Rep,Frantic,,,,,,0,,Other,,r0023865
t0617878,,,12223334444,,,,,,,,,,,,,,cove,,140-BARB,,,,Gornet,Michael,custtest+Mgornet@redisrupt.io,,,,1,0,0,Guarantor,,r0023910
t0617878,,,,,,,,,,,,,,,,,cove,,140-BARB,,,,,,,,,,1,-1,0,Roommate,,r0023892
t0617878,,,12223334444,,,,,,,,,,,,,,cove,,140-BARB,,,,Bott,Juraj,custtest+juraj.bott@redisrupt.io,,,,1,0,0,Roommate,,r0023893
t0617878,,,12223334444,,,,,,,,,,,,,,cove,,140-BARB,,,,Macaiova,Zdenka,custtest+zdenka.macaiova@redisrupt.io,,,,1,0,0,Roommate,,r0023894
t0617878,,,12223334444,,,,,,,,,,,,,,cove,,140-BARB,,,,Klizan,Adam,custtest+adam.klizan@redisrupt.io,,,,1,0,0,Roommate,,r0023895
t0618325,,,12223334444,,,,,,,,,,,,,,cove,,133-BARB,,,,Clausen,Erik,custtest+eclausen1168@redisrupt.io,,,,1,0,0,Spouse,,r0024028
t0618347,,,12223334444,,,,,,,,,,,,,,lark,,190-2213,,,,Lewis,Nicolle,custtest+nlewis824@redisrupt.io,,,,1,0,0,Spouse,,r0023960
t0618760,,,,,,,,,,4/10/09,,,,,,,cove,,012-GNWD,,,,Root,Ayden,,,,,2,-1,0,Other,,r0026113
t0618760,,,12223334444,,,,,,,,,,,,,,cove,,012-GNWD,,,,Nasser,Mina,custtest+minanasserderis@redisrupt.io,,,,1,0,0,Other,,r0024134
t0618774,,,12223334444,,,,,,,,,,,,,,cove,,033-GNWD,,,,Knight,Kristin,custtest+kailani.knight@redisrupt.io,,,,1,0,0,Spouse,,r0024137
t0618870,,,,,,,,,,6/1/2010,,,,,,,cove,,040-BARB,,,,Maguire,Parker,,,,,2,-1,0,Other,,r0026085
t0618870,,,12223334444,,,,,,,,,,,,,,cove,,040-BARB,,,,Maguire,Andrew,custtest+amaguire@redisrupt.io,,,,1,0,0,Spouse,,r0025205
t0619170,,,,,,,,12223334444,,,,,,,,,lark,,230-0268,,,,Foley,Jessica,custtest+jessfoley2000@redisrupt.io,,06/28/2015,,0,-1,0,Spouse,,r0024415
t0619638,,12223334444,,,,,,,,,,,,,,,lark,,160-2316,,,,Fuller,William,,,,,,0,,Guarantor,,r0025641
t0620406,,,12223334444,,,,,,,,,,,,,,cove,,WAIT3B,,,,Wilbur,David,custtest+dacwilbur@redisrupt.io,,,,1,0,0,Spouse,,r0024836
t0620942,,,12223334444,,,,,,,,,,,,,,lark,,230-0270,,,,Bowman,Melissa,custtest+mjdbowman@redisrupt.io,,,,1,0,0,Spouse,,r0024889
t0621038,,,12223334444,,,,,,,,,,,,,,cove,,027-BARB,,,,Davis,Ryan,custtest+rdavismusic@redisrupt.io,,,,1,0,0,Roommate,,r0025438
t0621472,,,12223334444,,,,,,,,,,,,,,lark,,WAITCLIP,,,,Zimmerman,Brett,custtest+b_zims@redisrupt.io,,,,1,0,0,Roommate,,r0025088
t0621710,,,,,,,,,,,,,,,,,cove,,031-SEAD,,,,minor,minor,,,,,2,-1,0,,,r0026103
t0621710,,,12223334444,,,,,12223334444,,,,,,,,,cove,,031-SEAD,,,,Shenkman,Gregory,custtest+dn@redisrupt.io,,07/22/2015,,1,0,0,Guarantor,,r0025324
t0621925,,,12223334444,,,,,,,,,,,,,,lark,,WAITVOYA,,,,McCarthy,Bernadette,custtest+bmccarthy28@redisrupt.io,,,,1,0,0,Roommate,,r0025930
t0622341,,,,,,,,,,,,,,,,,cove,,037-BARB,,,,Mush,Ilyana,,,,,2,-1,0,Other,,r0026086
t0622341,,,12223334444,,,,,,,,,,,,,,cove,,037-BARB,,,,Shevchik,Leigh,custtest+paulmush@redisrupt.io,,,,1,0,0,Spouse,,r0025374
t0622341,,,12223334444,,,,,,,,,,,,,,cove,,037-BARB,,,,King,Gloria,custtest+gloriaking@redisrupt.io,,,,1,0,0,Guarantor,,r0025375
t0622370,,,,,,,,,,,,,,,,,lark,,190-2213,,,,Rich,Timothy,custtest+tim_a_rich@redisrupt.io,,,,0,0,0,,,r0027831
t0622471,,,12223334444,,,,,,,,,,,,,,cove,,026-BARB,,,,Tuinstra,Ryan,custtest+ryan.tuinstra@redisrupt.io,,,,1,0,0,Roommate,,r0025408
t0623172,,,12223334444,,,,,,,,,,,,,,lark,,210-2106,,,,alkus,darcy,custtest+db@redisrupt.io,,,,1,0,0,Spouse,,r0025534
t0623946,,,12223334444,,,,,,,,,,,,,,cove,,045-BARB,,,,Maloney,Barbara,custtest+bmaloney@redisrupt.io,,,,1,0,0,Guarantor,,r0025735
t0624084,,,12223334444,,,,,,,,,,,,,,cove,,042-BARB,,,,Reichel-Cook,Stefanie,custtest+stefnate@redisrupt.io,,,,1,0,0,Spouse,,r0025723
t0624084,,,,,,,,,,,,,,,,,cove,,042-BARB,,,,Cook,Katarina,,,,,2,-1,0,Other,,r0026087
t0624167,,,12223334444,,,,,,,,,,,,,,lark,,WAITCASP,,,,Greene,Victoria,custtest+victoria.schnell@redisrupt.io,,,,1,0,0,Spouse,,r0025736
t0624336,,,12223334444,,,,,,,,,,,,,,lark,,180-2322,,,,Flegal,Matthew,custtest+matthewflegal@redisrupt.io,,,,1,0,0,Spouse,,r0025778
t0624399,,,12223334444,,,,,,,,,,,,,,lark,,300-0118,,,,Mooney,William,custtest+williamgmooney@redisrupt.io,,,,1,0,0,Spouse,,r0025804
t0624477,,,12223334444,,,,,,,,,,,,,,cove,,004-CHAN,,,,Barajas,Kelly,custtest+barajas23@redisrupt.io,,,,1,0,0,Spouse,,r0027133
t0624477,,,,,,,,,,11/16/14,,,,,,,cove,,004-CHAN,,,,Ambarik,Avery,,,,,2,-1,0,,,r0027134
t0624510,,,12223334444,,,,,,,,,,,,,,cove,,055-BARB,,,,SIMOES GIL,Vanessa,custtest+vanessa.simoesgil@redisrupt.io,,,,1,0,0,Spouse,,r0025829
t0624510,,,,,,,,,,,,,,,,,cove,,055-BARB,,,,Simoes Gil,Daughter,,,,,2,-1,0,Other,,r0026095
t0624608,,12223334444,,,,,,,,,,,,,,,cove,,034-BARB,,,,Haase,David,custtest+dhaase@redisrupt.io,,,,,0,,Spouse,,r0025897
t0624926,,12223334444,,,12223334444,,,,,,,,,,,,cove,,028-BARB,,,,Rep by Melissa Hutchenson,John McNeil Studio,,,,,,0,,Other,,r0025956
t0625094,,,,,,,,,,9/10/98,,,,,,,cove,,024-CHAN,,,,Issa,Michael,,,,,2,-1,0,,,r0026208
t0625094,,,,,,,,,,7/20/2000,,,,,,,cove,,024-CHAN,,,,Issa,Luke,,,,,2,-1,0,,,r0026209
t0625196,,,12223334444,,,,,,,,,,,,,,cove,,001-CHAN,,,,Wiegand,Eric,custtest+ericwiegand34@redisrupt.io,,,,1,0,0,Spouse,,r0025964
t0625447,,,12223334444,,,,,,,,,,,,,,lark,,210-2105,,,,Schroyer,Christopher,custtest+theafxtwin@redisrupt.io,,,,1,0,0,Spouse,,r0025984
t0625659,,,12223334444,,,,,,,,,,,,,,cove,,023-GNWD,,,,Nguyen,Lyly,custtest+nguyenlylyt@redisrupt.io,,,,2,0,0,Spouse,,r0026022
t0625841,,,12223334444,,,,,,,,,,,,,,cove,,009-CHAN,,,,Baxter,Nicole,custtest+nicoletbaxter@redisrupt.io,,,,1,0,0,Spouse,,r0026027
t0625841,,,,,,,,,,2/15/14,,,,,,,cove,,009-CHAN,,,,Baxter,Simone,,,,,2,-1,0,,,r0026107
t0625841,,,,,,,,,,,,,,,,,cove,,009-CHAN,,,,Baxter,,,,,,2,-1,0,Other,,r0026121
t0626244,,,12223334444,,,,,,,,,,,,,,lark,,500-0132,,,,Barajas,Calvin,custtest+calvinbarajas@redisrupt.io,,,,1,0,0,Other,,r0026058
t0626727,,,12223334444,,,,,,,,,,,,,,cove,,020-CHAN,,,,Jaouad,Karim,custtest+nounougat@redisrupt.io,,,,1,0,0,Spouse,,r0026073
t0626741,,12223334444,12223334444,,,,12223334444,12223334444,,,,,,,,,lark,,500-0224,,,,Lamarche,John,custtest+johnlamarcheonline@redisrupt.io,,10/11/2015,,1,0,0,Spouse,,r0026077
t0626748,,,12223334444,,,,,,,,,,,,,,cove,,007-CHAN,,,,Greene,Hollie,custtest+chefhollie@redisrupt.io,,,,1,0,0,Spouse,,r0026074
t0626859,,,,,,,,12223334444,,,,,,,,,cove,,024-CHAN,,,,Grusd,Ronald,custtest+ronaldgrusd034@redisrupt.io,,10/22/2015,,0,0,0,Guarantor,,r0026126
t0626947,,,,,,,,,,,,,,,,,lark,,210-2201,,,,Stew,Robert,custtest+robstew73@redisrupt.io,,06/19/2016,,0,0,0,Roommate,,r0027488
t0626948,,,12223334444,,,,,,,,,,,,,,cove,,015-CHAN,,,,Suddendorf,David,custtest+dave@redisrupt.io,,10/19/2015,,1,0,0,Spouse,,r0026123
t0626988,,,12223334444,,,BMW - White,,,,10/05/1999,,,,,,,lark,,170-2306,,,,Dubord,Ashely,,,,,2,-1,0,Other,,r0026169
t0627301,,,12223334444,,,,,,,,,,,,,,lark,,230-0272,,,,Jones,Gareth,custtest+gareth@redisrupt.io,,,,1,0,0,Roommate,,r0026161
t0627566,,,12223334444,,,,,,,,,,,,,,lark,,210-2201,,,,Mijuskovic,Jacqueline,custtest+jacquie.o@redisrupt.io,,,,1,0,0,Spouse,,r0026177
t0627579,,,12223334444,,,,,,,,,,,,,,cove,,016-CHAN,,,,Scanlon,Paul Michael,custtest+paulmscanlon@redisrupt.io,,,,1,0,0,Spouse,,r0026170
t0627616,,,,,,,,,,,,,,,,,lark,,160-2316,,,,Sankey,Joseph,custtest+joeysankey@redisrupt.io,,,06/09/2016,0,-1,0,,,r0026606
t0627678,,,12223334444,,,,,,,,,,,,,,lark,,WAITSAND,,,,Lemes,Giovana,custtest+gizinha_17@redisrupt.io,,,,1,0,0,Roommate,,r0026174
t0627767,,,,,,,,,,,,,,,,,cove,,119-BARB,,,,,,,,,09/02/2016,0,-1,0,,,r0026812
t0627785,,,12223334444,,,,,,,,,,,,,,lark,,WAITVOYA,,,,Baldwin,Cody,custtest+codybaldwin415@redisrupt.io,,,,1,0,0,Roommate,,r0026181
t0627873,,,12223334444,,,,,,,,,,,,,,cove,,020-GNWD,,,,Bonayer,Lauren,custtest+Lbonayer@redisrupt.io,,,,1,0,0,Other,,r0026186
t0627963,,,12223334444,,,,,,,,,,,,,,lark,,160-2236,,,,Wappler,Reinhold,custtest+melandrea333@redisrupt.io,,,,2,0,0,Spouse,,r0026188
t0627971,,,12223334444,,,,,,,,,,,,,,cove,,005-SEAD,,,,Becerra,Andres,custtest+av@redisrupt.io,,,,1,0,0,Other,,r0026222
t0627971,,,12223334444,,,,,,,,,,,,,,cove,,005-SEAD,,,,Restrepo Tafur,Paola,custtest+paolar@redisrupt.io,,,,1,0,0,Spouse,,r0026223
t0628006,,,12223334444,,,,,,,,,,,,,,cove,,062-BARB,,,,Pitman,Ralph,custtest+sanderspitmandesigns@redisrupt.io,,,,1,0,0,Spouse,,r0026191
t0628113,,,,,,,,,,,,,,,,,lark,,170-2222,,,,Dunn,Craig,custtest+Dunn911@redisrupt.io,,,,1,0,0,Spouse,,r0026195
t0628246,,,12223334444,,,,,,,,,,,,,,lark,,150-2121,,,,Heyse,Jonathan,custtest+Heyse.jonathan@redisrupt.io,,,,1,0,0,Spouse,,r0026221
t0628322,,,12223334444,,,,,,,,,,,,,,lark,,130-0261,,,,Lincoln,Charlene,custtest+clincoln123@redisrupt.io,,,,1,0,0,Spouse,,r0026840
t0628322,,,,,,,,,,,,,,,,,lark,,130-0261,,,,Gusich,Mena,,,,,0,-1,0,Other,,r0026841
t0628344,,,12223334444,,,,,,,,,,,,,,cove,,004-CAPT,,,,Barr,Bridget,custtest+bbarr14@redisrupt.io,,,,1,0,0,Spouse,,r0026251
t0628661,,,12223334444,,,,,,,,,,,,,,cove,,004-CAPT,,,,Wisely,Angela,custtest+angela.wisely@redisrupt.io,,,,1,0,0,Spouse,,r0026228
t0628697,,,12223334444,,,,,,,,,,,,,,lark,,230-0264,,,,McBride,Robert,custtest+rmcbride4@redisrupt.io,,,,1,0,0,Spouse,,r0026581
t0628728,,,12223334444,,,,,12223334444,,,,,,,,,lark,,270-0283,,,,Oguz,Mehmet,custtest+mattoguz@redisrupt.io,,12/12/2015,,0,0,0,Spouse,,r0026230
t0628808,,,12223334444,,,,,,,,,,,,,,lark,,500-0228,,,,Dix,Christian,custtest+mira.yellin@redisrupt.io,,,,1,0,0,Spouse,,r0026244
t0628840,,,12223334444,,,,,,,,,,,,,,lark,,190-2212,,,,Hanlon,Jenny,custtest+jennylhanlon@redisrupt.io,,,,1,0,0,Spouse,,r0026614
